sentence_index sentence
22556 "A dog is dressed in a shirt and pants on the side of the road ."
22557 "A dog is wearing jeans and a blue and yellow shirt with a black vehicle in the background ."
22558 "A dog wearing jeans and a shirt stands on the sidewalk ."
22559 "a dog wears jeans ."
22560 "A boy jumps in a gymnastic competition ."
22561 "A male gymnast upside down in midair ."
22562 "A track athlete does a pole vault ."
22563 "A young man is running and performing a trick over a balance beam ."
22564 "The gymnast does a flip over the bar ."
22565 "A bride getting ready with her bridesmaids wearing red ."
22566 "Bride wearing her wedding dress receives help by her bridesmaids wearing red dresses ."
22567 "Family preparing for the wedding ."
22568 "The woman getting married has a beautiful gown on while her bride 's maids are wearing red dresses ."
22569 "Three bridesmaids in red and an older woman in beige are adjusting the bride 's white dress ."
22570 "A man in a yellow shirt surfing ."
22571 "A surfer in a yellow shirt is riding a wave that is reflecting sunlight ."
22572 "A surfer is riding on a breaking wave ."
22573 "Surfer surfs ahead of a crashing wave"
22574 "The man is riding a large wave on a surfboard ."
22575 "A bridal party surrounding a bride sitting on a couch ."
22576 "A bride is sitting on a tan couch ."
22577 "A bride seated on a sofa , with her bridal party and family surrounding her ."
22578 "old picture of wedding ."
22579 "The brides side of a wedding party ."
22580 "A man and a woman on a ski lift ."
22581 "Two people are riding on a ski lift"
22582 "Two skiers getting ready to jump off of a ski lift ."
22583 "two skiers look down from the ski lift ."
22584 "Two skiers , one in pink and one in black , ride on a ski lift ."
22585 "A man stands atop a mountain with arms extended ."
22586 "A person on top of a mountain with arms over head ."
22587 "A person stands at the top of a mountain and raises his arms ."
22588 "Man on top of a mountain with his arms in the air ."
22589 "The man is standing on the rocks above the river with his arms in the air ."
22590 "A man is surfing a big wave on a white surfboard ."
22591 "A man surfing a crashing wave ."
22592 "A man surfs over a huge wave in the ocean ."
22593 "An african american man is jumping off a surfboard in a crashing wave in the ocean ."
22594 "A surfer is falling of his surfboard in the middle of a crashing wave ."
22595 "A brown horse with a rider on its back jumps a barrier ."
22596 "A horse jumps a fence in a show jumping competeition ."
22597 "A horse leaps a hurdle with a rider on its back ."
22598 "An equestrian on a horse makes a jump ."
22599 "Horse and rider leap over a barrier"
22600 "A bride is being helped to put on her shoes"
22601 "A bridesmaid wearing a red dress is putting the bride 's shoe on her foot ."
22602 "A lady holds a bride 's shoe in her hand ."
22603 "A Woman is about to put a shoe on the bride ."
22604 "Woman in red kneels to help sitting bride put on her shoe ."
22605 "a person standing in the middle of a bunch of snowy rocks near a waterhole ."
22606 "A person stands in a vast field of glacial ice ."
22607 "A person stands in a vast field of melting snow ."
22608 "A person stands on the peaks of snow and ice ."
22609 "The person is standing on white ice ."
22610 "A brown dog jumps over the dead plants in a snowy field ."
22611 "A brown dog leaps through the snow in a field ."
22612 "A dog is jumping through the snow over some weeds ."
22613 "A dog running through the snow ."
22614 "A German shepherd is running through the snow ."
22615 "A man jumps high on his yellow skateboard over the concrete tile ."
22616 "A skateboarder gets airtime ."
22617 "A skateboarder jumping with his skateboard"
22618 "Boy jumping in the air with a skateboard ."
22619 "Skateboarder in black with yellow skateboard in midair ."
22620 "A man affectionately kissing a woman along a path"
22621 "A man and woman kiss as they stand along a gravel path ."
22622 "A man dramatically kissing a woman on a path ."
22623 "A man romantically kissing a woman on a park path ."
22624 "The couple have a romantic moment on their walk ."
22625 "A girl smokes a cigarette outside in the city ."
22626 "A woman in a blue jacket is getting a cigarette outside ."
22627 "A woman in a dark blue coat , cigarette in hand ."
22628 "A woman smoking a cigarette outside in the snow ."
22629 "The woman is walking through the snow and trying to light a cigarette ."
22630 "A crowd shouting outside a building waving American flags ."
22631 "A group of ladies in the cold cheer with American flags ."
22632 "People are gathered outside a building and yelling"
22633 "People standing outside a building yell ."
22634 "People with american flags gathered on the street ."
22635 "A girl in a red jacket , surrounded by people ."
22636 "A woman in a puffy red jacket poses for a picture at an ice skating rink ."
22637 "A woman in a red coat is smiling , while people in the background are walking around in winter clothing ."
22638 "A woman wearing a red coat smiles down at the camera ."
22639 "The woman in a red jacket is smiling at the camera ."
22640 "A group of men , women and children ."
22641 "A group of people pose for a picture ."
22642 "A group of people pose for the camera in front of some laundry and greenery ."
22643 "Several people lean together for a photograph ."
22644 "There is a family sitting outside in the shade ."
22645 "a man in a wetsuit is surfing"
22646 "A man surfing in a wave"
22647 "a surfer is riding a wave through green colored ocean water ."
22648 "A surfer rides a big wave across dark green water ."
22649 "The surfer is coming in from riding a big wave ."
22650 "a lone snowboarder jumping in the air doing a trick ."
22651 "A man in black is taking a jump on a snowboard ."
22652 "A person riding a snowboard jumps high over the snowy hill ."
22653 "A person with a yellow and black striped snowboard jumps on the snowy hill ."
22654 "a snowboarder jumps off the snow jump ."
22655 "A man hands a child to another man as they exit a boat"
22656 "A man in a blue jacket lifts a child dressed in red out boat crowded with people"
22657 "A man standing on a boat full of people hands a child over to a man that is not on the boat ."
22658 "One man passes a child to another man from the boat to shore ."
22659 "The men are passing a child to each other over the side of the boat ."
22660 "A small dog leaps across a brown pillow ."
22661 "a small white and black dog jumping over a big brown couch ."
22662 "A small white dog with brown on his face and back is jumping over a cushion ."
22663 "A white dog with black spots jumps in midair ."
22664 "White dog high jumping over some pillows ."
22665 "A black dog jumps in the snow ."
22666 "A black dog jumps to catch a Frisbee in the snow ."
22667 "Black dog in snow leaps for red object at upper edge of frame ."
22668 "One black dog is jumping off the snow filled ground ."
22669 "The black dog jumps out of the snow to catch an object ."
22670 "A man boating along a river near the shore ."
22671 "A man paddling a kayak along the shore of a river ."
22672 "A person is riding in a canoe on a lake next to green trees ."
22673 "A person is wading through a river near an eroded embankment ."
22674 "A single person rowing a small boat on a lake ."
22675 "A dark street scene shows a neon lights and a group of people dining while another group walks ."
22676 "People inside a shop at night while other people walk around outside ."
22677 "People sit in a lit alcove off a dark street ."
22678 "Some people in building as seen from the street at night ."
22679 "There are some people in a restaurant and two men walking by them"
22680 "A group of people walking on the side of a railroad track ."
22681 "A long view of a curving railroad track with a group of people off in the distance ."
22682 "Looking along a railroad track at people in the distance ."
22683 "People are walking away from the camera , along railroad tracks ."
22684 "People near railroad tracks in the woods ."
22685 "People in a car showroom floor ."
22686 "Some teenagers watch a screen near some Mini Coopers ."
22687 "The people are standing around at the auto show ."
22688 "Two boys looking at display ."
22689 "Two people watch TV from over a white ledge ."
